account,date_added_to_library,audible_product_id,locale,title,subtitle,authors,narrators,length_in_minutes,description,publisher,has_pdf,series_names,series_order,community_rating_overall,community_rating_performance,community_rating_story,coverOid,is_abridged,date_published,categories,my_rating_overall,my_rating_performance,my_rating_story,my_libation_tags,book_liberated_status,pdf_liberated_status,content_type,audio_format,language,last_downloaded,last_downloaded_version
victor.tolbert@gmail.com,11/16/2023 8:52:18AM,0062952250,us,Do the Work,"The Official Unrepentant, Ass-Kicking, No-Kidding, Change-Your-Life Sidekick to Unfu*k Yourself",Gary John Bishop,Gary John Bishop,132,"<p><b>Based on the life-changing lessons from the </b><b><i>New York Times</i></b><b> best seller that has sold more than a million copies, a practical, hands-on guide that helps you do the work you need to change your life.</b></p> <p>In <i>Unfu*k Yourself</i>, Gary John Bishop inspired people to put his words into action to help them transform their fu*king lives. While millions of fans have embraced the messages in the book, Bishop knows it can be hard to actually take the next step and do the necessary work. Written in his no-nonsense, tough-love voice, <i>Do the Work</i> is the kick in the ass you need to get moving and create the life you want. By drilling down into the three categories of self, people, and purpose, he helps us identify and remedy the primary problems and challenges that frustrate and often cripple us.</p> <p>Filled with new material, <i>Do the Work</i> expands the lessons in <i>Unfu*k Yourself</i>, giving us the tools to identify, explore, and understand our specific issues and root them out. As Bishop makes clear, ""This is a personal workshop for your brain, a legit resource where you can work your life out, what matters to you, whats going to make the biggest difference and empower you to act in ways that make some palpable change to the direction your life is currently taking.""</p> <p>So, what are you waiting for?</p> <p><b>PLEASE NOTE: When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio.</b></p>",HarperAudio,True,Unfu*k Yourself," : Unfu*k Yourself",4.7758365,4.838498,4.7609086,51HpNGMa+IL,False,10/22/2019 7:00:00AM,Personal Success,0,0,0,,NotLiberated,NotLiberated,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/16/2023 8:50:22AM,0062953834,us,"Hustle Harder, Hustle Smarter",,Curtis 50 Cent Jackson,"Curtis ""50 Cent"" Jackson",496,"<p><b>For the first time, Curtis ""50 Cent"" Jackson opens up about his amazing comeback - from tragic personal loss to thriving businessman and cable’s highest-paid executive - in this unique self-help guide, his first since his blockbuster </b><b><i>New York Times</i></b><b> best seller </b><b><i>The 50th Law</i></b><b>. </b></p> <p>In his early 20s, Curtis Jackson, known as 50 Cent, rose to the heights of fame and power in the cutthroat music business. A decade ago, the multi-platinum selling rap artist decided to pivot. His ability to adapt to change was demonstrated when he became the executive producer and star of <i>Power</i>, a high-octane, gripping crime drama centered around a drug kingpin's family. The series quickly became ""appointment"" television, leading to Jackson inking a four-year, $150 million contract with the Starz network - the most lucrative deal in premium cable history. </p> <p>Now, in his most personal audiobook, Jackson shakes up the self-help category with his unique, cutting-edge lessons and hard-earned advice on embracing change. Where <i>The 50th Law</i> tells listeners, ""Fear nothing and you shall succeed"", <i>Hustle Harder, Hustle Smarter</i> builds on this message, combining it with Jackson's street smarts and hard-learned corporate savvy to help listeners successfully achieve their own comeback - and to learn to flow with the changes that disrupt their own lives.</p>",HarperAudio,False,,,4.903146,4.8888683,4.897548,51VqY916MEL,False,4/28/2020 7:00:00AM,"Personal Success, Entertainment & Celebrities, Money Management & Budgeting",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/16/2023 6:34:23AM,B01BX3JKC6,us,The MasterMind Marketing System,,Jay Abraham,Jay Abraham,343,"<p>MasterMind Marketing: moneymaking power principles for your business success! </p> <p>The difference between merely getting by and making a large fortune in business is totally dependent upon a few key MasterMind Marketing strategies and actions that you take and that your competitors don't recognize or act on! </p> <p>Jay Abraham's <i>The MasterMind Marketing System</i> shows you how to take maximum advantage of the hidden opportunities, assets, and advantages you possess now - the advantages that all supersuccessful people capitalize on as a matter of principle. You will discover a kaleidoscopic array of possibilities you can implement immediately to exponentially increase your success, income, and opportunity base. </p> <p>Jay Abraham uses time-tested strategies in a unique layered approach that will free you from business worries as they ironclad your future success. Hundreds of people have become millionaires or multimillionaires by following Jay Abraham's advice. Thousands of people have doubled, tripled, and even quadrupled their sales or income. The secret they know is this: 98 out of 100 people use tunnel vision in their own business endeavors, never looking beyond the traditional ways of doing business in their own field. Through Jay Abraham's experience in over 400 different industries, you will expand your view of what is possible and learn a myriad of ways to keep your customers coming back for your product or service permanently. </p> <p>You will discover how to bring a customer into your sphere of influence and never let him or her go, with strategies to optimize each business relationship. You will learn how to see opportunities differently from how you have before, to remove obstacles and view things from a nonmyopic standpoint. You will uncover the small distractions and adjustments you can easily make to them to increase your business, not laterally but exponentially. </p> <p>In <i>The MasterMind Marketing System</i>, you'll learn: </p> <p></p> <ul> <li>The difference between good leverage and bad leverage </li> <li>Tunnel vision versus funnel vision </li> <li>To develop a strategy of preeminence </li> <li>The Power Parthenon strategy for your business </li> <li>The only three ways to increase your business </li> <li>The power of a great referral system </li> <li>Why your business will become the only choice for your clients </li> <li>How to increase the size and frequency of all your future business transactions </li> </ul> <p><i>The MasterMind Marketing System</i> is about making connections. It took about 1,000 years after ice cream was developed for someone to invent the ice cream cone. The flush toilet was invented around the late 1700s, but it took until about the late 1800s for someone to invent toilet paper. Bread and meat have obviously existed for a long, long time, but it took even longer for some brilliant person to invent the sandwich.</p>",Nightingale-Conant,True,Nightingale-Conant: Marketing," : Nightingale-Conant: Marketing",4.6324787,4.567961,4.5960593,512eFjNkMdL,False,2/19/2016 2:14:00PM,Marketing,0,0,0,,NotLiberated,NotLiberated,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/16/2023 6:31:33AM,1545913439,us,The Vision-Driven Leader,"10 Questions to Focus Your Efforts, Energize Your Team, and Scale Your Business",Michael Hyatt,Michael Hyatt,288,"<p>Having a clear, compelling vision-and getting buy-in from your team-is essential to effective leadership. If you don't know where you're going, how on earth will you get there? But how do you craft that vision? How do you get others on board? And how do you put that vision into practice at every level of your organization?</p> <p>In <i>The Vision-Driven Leader</i>, <i>New York Times</i> best-selling author Michael Hyatt offers six tools for crafting an irresistible vision for your business, rallying your team around the vision, and distilling it into actionable plans that drive results. Based on Michael's 40 years of experience as an entrepreneur and executive, backed by insights from organizational science and psychology, and illustrated by case studies and stories from multiple industries, <i>The Vision-Driven Leader</i> takes you step-by-step from why to what and then how. Your business will never be the same.</p>",Mission Audio,False,,,4.686316,4.769802,4.6791043,41Gn69sxHeL,False,3/31/2020 7:00:00AM,"Career Success, Leadership, Personal Success",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/16/2023 6:31:10AM,B0C3WKMGFD,us,From the Streets to the Suites,Words + Music | Vol. 36,Snoop Dogg,Snoop Dogg,93,"<p>Launching during the 30th anniversary year of <i>Doggystyle</i>, Snoop Dogg’s installment of Words + Music reflects on his coming-of-age journey from the streets of Long Beach to around the world and his decision to pursue love and life over death and destruction.</p> <p>From singing in the church choir as a boy to meeting Dr. Dre and eventually buying Death Row Records, the evolution of Snoop Dogg from his point of view is a vulnerable exploration into the mind of a true hip-hop icon. Written and performed by Snoop Dogg with direction from Angie Martinez, and produced in conjunction with The SpringHill Company, <i>From the Streets to the Suites</i> invites listeners to experience Snoop’s unique style of storytelling while vibing to original live performances of classics from throughout his career, accompanied by the band 1500 or Nothin’. Songs include “Nuthin’ but a ’G‘ Thang”, “Gin and Juice”, “Beautiful”, “Drop It Like It’s Hot”, and more as the legendary rapper takes us on a heartfelt and inspirational ride.</p>",Audible Originals,False,Words + Music," : Words + Music",4.7799172,4.8927493,4.8381243,51FzkcFrY8L,False,6/15/2023 7:00:00AM,Entertainment & Celebrities,0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,7/22/2023 6:20:55PM,B0C7XHJ5HX,us,A Dynamic Career in Communications,Words + Music | Vol. 37,yasiin bey,yasiin bey,79,"<p>In his W+M installment, <i>A Dynamic Career in Communications</i>, yasiin bey treats listeners to a rich and immersive experience that goes beyond the surface. It's a captivating journey that explores his roots, beliefs, and creative process. Through his words and music, yasiin bey offers a unique and powerful perspective on life, art, and the role of communication in shaping the world we live in.</p> <p>As a celebrated artist, yasiin bey's creative process is complex and multifaceted, and here he openly discusses his inspirations and influences. He shares how his eclectic taste in music, literature, and art have shaped his unique style and how he draws from a diverse range of sources to create his innovative and singular sound.</p> <p>bey delves into his Brooklyn origins, reminiscing about the streets that shaped him and the cultural vibrancy that ignited his artistic spirit. He reflects on the challenges and triumphs he faced growing up and how these experiences have shaped his unique perspective on life and music.</p> <p>Additionally, faith and spirituality are central themes in yasiin bey's life and music, and he candidly shares his spiritual journey and the profound impact it has had on his art. Drawing from his beliefs, yasiin bey explores the power of spirituality as a driving force behind his creativity and self-expression.</p> <p>The installment also features original performances and remixes from yasiin bey's revered catalog, including iconic tracks like “Ms. Fat Booty”, ""Priority"", ""Revelations"", and ""Hip Hop"".</p> <p>yasiin bey's offering to the W+M catalog is filled with insightful anecdotes, personal reflections, and motivational messages. He shares valuable lessons learned from his career, including the importance of staying true to oneself, challenging the status quo, and using art as a tool for activism and empowerment. His words resonate deeply, providing guidance and inspiration to the millions of people who have followed his remarkable career.</p>",Audible Originals,False,Words + Music," : Words + Music",4.6258993,4.75,4.6796875,51cq+7BZAoL,False,7/7/2023 7:00:00AM,Entertainment & Celebrities,0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,6/25/2023 8:32:52PM,B00C2ZZ1BO,us,The Power of Awareness,,Neville Goddard,Grover Gardner,128,"<p>Neville Lancelot Goddard was born in Barbados in 1905. He came to the United States to study drama at the age of 17 and whilst touring with his dance company in England he developed an interest in metaphysics after a Scotsman he met lent him a series of books on the powers of the mind. On his return he gave up the entertainment industry to devote his full attention to the study of spiritual and mystical matters. After traveling extensively throughout the United States, Neville eventually made his home in Los Angeles where, in the 1950s, he gave a series of talks on television and radio, and for many years lectured regularly to capacity audiences. In the 1960s and early 1970s, he confined most of his lectures to Los Angeles, New York, and San Francisco. In his early lectures and books, Neville dealt solely with what he called The Law, the technique of creating one's physical reality through imagining. He wrote this book in 1952. </p> <p>This unabridged edition includes: </p> <ul> <li>I Am</li> <li>Consciousness</li> <li>Power of Assumption</li> <li>Desire</li> <li>The Truth That Sets You Free</li> <li>Attention</li> <li>Attitude</li> <li>Renunciation</li> <li>Preparing Your Place</li> <li>Creation</li> <li>Interference</li> <li>Subjective Control</li> <li>Acceptance</li> <li>The Effortless Way</li> <li>The Crown of the Mysteries</li> <li>Personal Impotence</li> <li>All Things Are Possible</li> <li>Be Ye Doers</li> <li>Essentials</li> <li>Righteousness</li> <li>Free Will</li> <li>Persistence</li> <li>Failure</li> <li>Faith</li> <li>Destiny</li> <li>Reverence</li> </ul>","Gildan Media, LLC",False,,,4.840476,4.808947,4.82723,51OlezSu8CL,False,3/29/2013 1:46:00AM,New Thought,0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,6/15/2023 6:49:26PM,B076PSG3MV,us,The Ultimate Jim Rohn Library,,Jim Rohn,Jim Rohn,683,"<p>So, what is it about Jim Rohn that has made him so tremendously effective in teaching others how to become so massively successful? </p> <p>The answer is he has a unique way of helping you discover that you are so much more capable and powerful than you have ever imagined. Jim's own rise from rags to riches has been well documented and his list of students reads like a Who's Who of top achievers. Those who learn from him can become virtually unstoppable. Jim Rohn recognized that it takes longer for some people to flip on the ""success switch"" every person has inside them. He knew some people simply have it buried deeper inside. That's why his scope of personal and professional success material covers such a broad range of penetrating breakthrough concepts. He learned early on that every area of successful living had to be covered so he could help the largest group of people learn to create massive success in their lives. </p> <p>We all know people who have built a prosperous life and are enjoying the ongoing perks that go with that life. They have discovered that powerful spark, that switch, that success generator that lies within them...and they have used it to create a prosperous life they enjoy. <i>The Ultimate Jim Rohn Library</i> was created to help you do just that. </p> <p>Your mind is remarkable, powerful...even miraculous! </p> <p>We are proud and excited to announce a breakthrough body of work from this world-renowned success philosopher, teacher, and motivator. Nightingale-Conant has compiled and distilled his most thought-provoking, income-generating, and fulfillment-producing ideas into 10 remarkable, easy-to-listen-to-and-apply modules. It contains nothing short of his most impactful success-defining ideas and strategies and they can literally reshape your life, no matter how deeply buried your ""success switch"" is. </p> <p>We have taken the vast body of Rohn's work and distilled it down to a ""prescription"" for successful living. Here are the 10 modules you get with <i>The Ultimate Jim Rohn Library</i>: </p> <p></p> <ul> <li>Volume One: The Empowering Philosophy of Personal Responsibility </li> <li>Volume Two: Tapping the Magic of Personal Development </li> <li>Volume Three: Adapting Desirable Discipline: The Key To Achieving and Sustaining Your Success </li> <li>Volume Four: Developing Rewarding Character Virtues </li> <li>Volume Five: The Key Ingredients for Dramatic Life Change </li> <li>Volume Six: The Miracle of Goal-Setting and Goal Achievement </li> <li>Volume Seven: Proven Strategies for Financial Independence </li> <li>Volume Eight: Simple Steps to Living an Abundant Lifestyle </li> <li>Volume Nine: The Art and Skill of Inspiring Leadership </li> <li>Volume Ten: The Short Cut to Success and Happiness </li> </ul> <p>If you're ready to flip the success switch within you, I strongly encourage you to explore this new step-by-step audio course that helps you mine the talents and skills within you. </p>",Nightingale-Conant,False,Nightingale-Conant: Achievement," : Nightingale-Conant: Achievement",4.9394693,4.9350033,4.931849,51K2AcjLPML,False,10/31/2017 7:00:00AM,Personal Success,0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,12/25/2022 4:36:12PM,B08T495D29,us,Dr. Sebi: How to Get Rid of the 11 Most Common Yet Life-Changing Chronic Diseases Naturally Using Dr. Sebi Official Treatments,"Cure for Acne, Asthma, Hypertension and PCOS Included",Serena Brown,Meggan Bloom,180,"<p>Are you looking for a proven method to reverse your disease without the harmful impacts of modern medicine? </p> <p>If your answer is ""Yes"", then keep listening....</p> <p>Chronic diseases, considered ""incurable"" by most doctors nowadays, find their genesis when and where the mucous membrane has been compromised due to years of accumulation of toxins.</p> <p>Unlike most diets available today, the Dr. Sebi diet has been proven to work on individuals from all across the globe, with all kinds of backgrounds and health concerns, detoxing the body from an excess of mucus and restoring its natural alkaline state.</p> <p>This guide isn’t just about avoiding bad foods and working out to shed some extra pounds. Instead, it will help present you with the right information to treat all the common yet disabling conditions you are suffering from.</p> <p>By listening to this audiobook, you will discover:</p> <p></p> <ul> <li>Why following an alkaline plant-based diet is essential to cure your disease</li> <li>A comprehensive list of approved and disapproved foods       </li> <li>Five reasons why Dr. Sebi treatments will make you much healthier        </li> <li>A 21-day fasting plan to cleanse and detoxify your whole body from toxins       </li> <li>The official Dr. Sebi methods to cure chronic diseases, such as: high blood pressure, kidney disease, type 2 diabetes, herpes, STDs, etc.…</li> <li>Twenty-five yummy alkaline recipes taken from my original recipe book</li> <li>And much more!</li> </ul>",Serena Brown,False,Alkaline Diet - Cure for Herpes and Treatments for All Diseases," : Alkaline Diet - Cure for Herpes and Treatments for All Diseases",4.891892,4.882353,4.882353,51HGTTxtkdL,False,1/15/2021 4:02:00AM,Alternative & Complementary Medicine,0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,11/1/2022 1:33:01AM,B00563HS4C,us,Anything You Want,40 Lessons for a New Kind of Entrepreneur,Derek Sivers,Derek Sivers,90,"<p> </p><p><b>You can follow the beaten path and call yourself an entrepreneur or you can blaze your own trail and really be one. </b></p><p>When Derek Sivers started CD Baby, he wasn’t planning on building a major business. He was a successful independent musician who just wanted to sell his CDs online. When no one would help him do it, he set out on his own and built an online store from scratch. </p><p>He started in 1998 by helping his friends sell their CDs. In 2000, he hired his first employee. Eight years later, he sold CD Baby for $22 million. </p><p>Sivers didn’t need a business plan, and neither do you. You don’t need to think big; in fact, it’s better if you don’t. Start with what you have, care about your customers more than yourself, and run your business like you don’t need the money.</p><p></p> <p></p>",Brilliance Audio,False,,,4.664638,4.7478356,4.6889052,51q8DBNH+iL,False,6/29/2011 5:00:00AM,"Career Success, Entrepreneurship",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,10/17/2022 10:52:05PM,B074VDVHZ5,us,Start with Why,How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Simon Sinek,438,"<p>The inspirational best seller that ignited a movement and asked us to find our why.</p> <p>Discover the book that is captivating millions on TikTok and that served as the basis for one of the most popular TED Talks of all time - with more than 56 million views and counting. Over a decade ago, Simon Sinek started a movement that inspired millions to demand purpose at work, to ask what was the why of their organization. Since then, millions have been touched by the power of his ideas, and these ideas remain as relevant and timely as ever.</p> <p><i>Start with Why</i> asks (and answers) the questions: Why are some people and organizations more innovative, more influential, and more profitable than others? Why do some command greater loyalty from customers and employees alike? Even among the successful, why are so few able to repeat their success over and over?</p> <p>People like Martin Luther King Jr., Steve Jobs, and the Wright Brothers had little in common, but they all started with why. They realized that people won't truly buy into a product, service, movement, or idea until they understand the why behind it.</p> <p><i>Start with Why</i> shows that the leaders who have had the greatest influence in the world all think, act, and communicate the same way - and it's the opposite of what everyone else does. Sinek calls this powerful idea The Golden Circle, and it provides a framework upon which organizations can be built, movements can be led, and people can be inspired. And it all starts with why.</p>",Penguin Audio,False,,,4.6868224,4.7280903,4.64198,51Zuy0g7l+L,False,9/5/2017 7:00:00AM,"Leadership, Management, Entrepreneurship, Motivation & Self-Improvement",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,8/4/2022 11:32:51AM,B09LRK6V3V,us,Dangerous Rhythms,Jazz and the Underworld,T. J. English,JD Jackson,909,"<p><b>From T. J. English, the </b><b><i>New York Times </i></b><b>best-selling author of </b><b><i>Havana Nocturne</i></b><b>, comes the epic, scintillating narrative of the interconnected worlds of jazz and organized crime in 20th century America.</b></p> <p><i>Dangerous Rhythms</i> tells the symbiotic story of jazz and the underworld: a relationship fostered in some of 20th century America’s most notorious vice districts. For the first half of the century mobsters and musicians enjoyed a mutually beneficial partnership. By offering artists like Louis Armstrong, Earl “Fatha” Hines, Fats Waller, Duke Ellington, Billie Holiday, Lena Horne, and Ella Fitzgerald a stage, the mob, including major players Al Capone, Meyer Lansky, and Charlie “Lucky” Luciano, provided opportunities that would not otherwise have existed.</p> <p>Even so, at the heart of this relationship was a festering racial inequity. The musicians were mostly African American, and the clubs and means of production were owned by white men. It was a glorified plantation system that, over time, would find itself out of tune with an emerging Civil Rights movement. Some artists, including Louis Armstrong, believed they were safer and more likely to be paid fairly if they worked in “protected” joints. Others believed that playing in venues outside mob rule would make it easier to have control over their careers.</p> <p>Through English’s voluminous research and keen narrative skills, <i>Dangerous Rhythms </i>reveals this deeply fascinating slice of American history in all its sordid glory. </p> <p><b>PLEASE NOTE: When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio.</b></p>",HarperAudio,True,,,4.651515,4.696429,4.8,41mWn1h0s3L,False,8/2/2022 7:00:00AM,"United States, History & Criticism, Organized Crime",5,5,5,,NotLiberated,NotLiberated,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,7/16/2022 8:42:26PM,B09PMWCJZX,us,The Happiness Trap,How to Stop Struggling and Start Living,Russ Harris,Russ Harris,739,"<p><b>Free yourself from depression, anxiety, and insecurity, and instead build a rich and meaningful life with the updated and expanded edition of the world’s best-selling guide to Acceptance and Commitment Therapy (ACT).</b></p> <p>Over 1 million copies sold!</p> <p>In <i>The Happiness Trap</i>, Dr. Russ Harris provides a means to escape the epidemic of stress, anxiety, and depression, unlocking the secrets to a truly fulfilling life.</p> <p>Updated and expanded by 50 percent in its second edition, this empowering book presents the insights and techniques of Acceptance and Commitment Therapy (ACT), covering more topics and providing more practical tools than ever before. Learn how to clarify your values, develop self-compassion, and find true satisfaction with this bigger and better guide to: <br />  </p> <p></p> <ul> <li>Reducing stress and worry</li> <li>Handling painful thoughts and feelings more effectively</li> <li>Breaking self-defeating habits </li> <li>Overcoming insecurity and self-doubt</li> <li>Building better relationships</li> <li>Improving performance and finding fulfillment at work </li> </ul> <p>New topics include activating self-compassion; how to deal with loneliness, grief, and trauma; how to work with difficult behaviors like people-pleasing, perfectionism, and procrastination; and how to make difficult decisions.</p> <p><i>The Happiness Trap </i>is for everyone. Whether you’re lacking confidence, facing illness, coping with loss, working in a high-stress job, or suffering from anxiety or depression, this book will show you how to build authentic happiness, from the inside out. </p>",Shambhala Publications,False,,,4.6845236,4.7153287,4.6861315,413ST+f0YCL,False,1/8/2022 3:27:00AM,"Personal Success, Psychology, Mood Disorders",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,6/15/2022 5:55:01PM,B09F4X96MC,us,Finding Me,A Memoir,Viola Davis,Viola Davis,555,"<p><b>Winner of the 2023 Grammy for Best Audio Book, Narration, and Storytelling Recording!</b></p> <p><b>Audie Award Winner for Audiobook of the Year!</b></p> <p><b>Narrated by Viola Davis</b></p> <p>In my book, you will meet a little girl named Viola who ran from her past until she made a life-changing decision to stop running forever.</p> <p>This is my story, from a crumbling apartment in Central Falls, Rhode Island, to the stage in New York City, and beyond. This is the path I took to finding my purpose but also my voice in a world that didn’t always see me.</p> <p>As I wrote <i>Finding Me</i>, my eyes were open to the truth of how our stories are often not given close examination. We are forced to reinvent them to fit into a crazy, competitive, judgmental world. So I wrote this for anyone running through life untethered, desperate and clawing their way through murky memories, trying to get to some form of self-love. For anyone who needs reminding that a life worth living can only be born from radical honesty and the courage to shed facades and be . . . you.</p> <p><i>Finding Me</i> is a deep reflection, a promise, and a love letter of sorts to self. My hope is that my story will inspire you to light up your own life with creative expression and rediscover who you were before the world put a label on you.</p>",HarperAudio,False,,,4.9441633,4.969108,4.9391675,511WjJ8gjwL,False,4/26/2022 7:00:00AM,"Women, Entertainment & Celebrities, Self-Esteem",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,4/28/2022 1:44:33AM,0593552466,us,To Boldly Grow,"Finding Joy, Adventure, and Dinner in Your Own Backyard",Tamar Haspel,Tamar Haspel,456,"<p><b>A love-letter to the unexpected delights (and occasional despair) of so-called “first-hand food”—meals we grow, forage, fish, or even hunt from the world around us. </b><b><i>To Boldly Grow</i></b><b> is “part memoir, part how-to guide and wholly delightful” (</b><b><i>Washington Post</i></b><b>).</b><br /> <br /> Journalist and self-proclaimed “crappy gardener” Tamar Haspel is on a mission: to show us that raising or gathering our own food is not as hard as it’s often made out to be. When she and her husband move from Manhattan to two acres on Cape Cod, they decide to adopt a more active approach to their diet: raising chickens, growing tomatoes, even foraging for mushrooms and hunting their own meat. They have more ambition than practical know-how, but that’s not about to stop them from trying…even if sometimes their reach exceeds their (often muddy) grasp.<br /> <br /> With “first-hand food” as her guiding principle, Haspel embarks on a grand experiment to stop relying on experts to teach her the ropes (after all, they can make <i>anything</i> grow), and start using her own ingenuity and creativity. Some of her experiments are a rousing success (refining her own sea salt). Others are a spectacular failure (the turkey plucker engineered from an old washing machine). Filled with practical tips and hard-won wisdom, <i>To Boldly Grow</i> allows us to journey alongside Haspel as she goes from cluelessness to competence, learning to scrounge dinner from the landscape around her and discovering that a direct connection to what we eat can utterly change the way we think about our food--and ourselves.</p>",Penguin Audio,False,,,4.75,4.6363635,4.7272725,41Pm+e4HzUL,False,3/8/2022 8:00:00AM,"Biographies & Memoirs, Gardening & Horticulture",0,0,0,,NotLiberated,,Product,"128 Kbps, 44.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,4/2/2022 4:45:43PM,B01LZNGDIW,us,The Greatest Salesman in the World,,Og Mandino,Mark Bramhall,153,"<p>What you are today is not important, for in this runaway best seller you will learn how to change your life by applying the secrets you are about to discover in the ancient scrolls. </p>",Random House Audio,False,The Greatest Salesman in the World,1 : The Greatest Salesman in the World,4.782289,4.817569,4.7878103,514VldQcCIL,False,11/1/2016 7:00:00AM,"Personal Success, Motivation & Self-Improvement, Sales & Selling, Spiritual Growth, Spirituality",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
victor.tolbert@gmail.com,2/21/2022 2:11:35PM,B01CF5O89G,us,Never Split the Difference,Negotiating as if Your Life Depended on It,Chris Voss,Michael Kramer,487,"<p>A former international hostage negotiator for the FBI offers a new field-tested approach to high-stakes negotiations - whether in the boardroom or at home. </p> <p>After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrorists. Reaching the pinnacle of his profession, he became the FBI's lead international kidnapping negotiator. </p> <p><i>Never Split the Difference</i> takes you inside the world of high-stakes negotiations and into Voss' head, revealing the skills that helped him and his colleagues succeed where it mattered most: in saving lives. In this practical guide, he shares the nine effective principles - counterintuitive tactics and strategies - you, too, can use to become more persuasive in both your professional and personal lives. </p> <p>Life is a series of negotiations you should be prepared for: buying a car, negotiating a salary, buying a home, renegotiating rent, deliberating with your partner. Taking emotional intelligence and intuition to the next level, <i>Never Split the Difference</i> gives you the competitive edge in any discussion. </p>",HarperAudio,False,,,4.812301,4.789788,4.7960815,51l4HGsEqyL,False,5/17/2016 7:00:00AM,"Career Success, Negotiating",0,0,0,,NotLiberated,,Product,"64 Kbps, 22.1 kHz, Stereo",English,,
